evento,numero di run,numero di evento,giorno,mese,anno,ora,minuti,secondi,miliardesimi di secondo,pT 0,eta 0,phi 0,pT 1,eta 1,phi 1,pT 2,eta 2,phi 2,pT nu,phi nu,NN,prob,differenza numero di run
400,331085,1811948722,30,7,2017,4,20,26,113856935,77.8496,0.892575,1.82698,20.0717,1.97788,1.50189,136.424,0.669047,-1.53655,47.3128,1.14117,0.539319,0.539319,0.0
401,331085,2555889805,30,7,2017,8,14,16,842002160,52.8647,-0.540735,-0.520602,26.4864,-1.08578,1.44236,53.6134,0.78498,2.31189,38.7952,-1.92799,0.0679566,0.0679566,0.0
636,331085,1603523156,30,7,2017,3,18,37,736674255,29.5667,1.69766,1.78686,21.9485,1.30247,2.95857,38.0858,-2.40511,2.43233,39.8916,-1.66805,0.0129564,0.0129564,0.0
660,331085,1118824497,30,7,2017,1,0,38,912620700,170.177,2.1043,-1.83219,67.2712,2.20084,0.157438,40.2496,0.754655,-0.00248526,49.2886,3.06982,0.000299001,0.000299001,0.0
624,331129,436279187,30,7,2017,21,17,0,48840505,62.9452,-2.33171,-0.729077,37.3357,-1.06403,1.54214,90.6895,-2.12828,2.52574,30.8395,-1.46512,0.00179159,0.00179159,44.0
625,331129,639083611,30,7,2017,22,10,42,347341775,31.7728,1.60458,-0.844946,17.841,0.215658,-2.76671,31.2493,-0.694688,-2.39691,58.1922,1.16448,0.196803,0.196803,0.0
626,331129,907527139,30,7,2017,23,24,24,838044595,31.061,-1.96813,-0.0821221,24.9973,-2.31721,2.28543,43.6644,-1.93786,2.44334,53.0379,-1.03793,0.517966,0.517966,0.0
627,331129,1400604636,31,7,2017,1,49,6,113699770,36.9337,0.644846,0.228297,25.0393,0.206962,-2.94842,41.8455,-2.33359,2.81258,33.4412,-0.689071,0.046724,0.046724,0.0
628,331129,1580879671,31,7,2017,2,47,12,734970095,45.3351,-1.20723,-0.810737,24.1082,0.921199,-1.85083,103.282,-1.57674,2.71724,50.3839,-0.170292,0.00573299,0.00573299,0.0
398,331215,711371987,31,7,2017,21,34,25,838179975,45.4116,0.491858,-1.15161,56.9836,0.82999,-1.10562,47.8023,-0.99579,1.95791,58.8155,2.09759,0.341771,0.341771,86.0
410,331239,2201436866,1,8,2017,10,3,26,608480710,63.803,0.404976,0.268092,54.9531,1.72419,-1.23284,239.386,-0.799134,-1.71298,402.079,-1.4964,0.000417115,0.000417115,24.0
411,331239,2896791592,1,8,2017,14,32,33,461557550,32.6483,0.960157,1.37314,26.3433,0.264595,-2.68724,35.9053,-1.79104,0.152188,35.3451,-2.29136,0.0588046,0.0588046,0.0
412,331239,1856459142,1,8,2017,8,8,9,877489140,161.372,1.82698,1.60281,103.065,1.83953,1.50303,28.3156,1.94874,-1.07879,98.4068,-2.07305,0.114166,0.114166,0.0
524,331239,2190088004,1,8,2017,9,59,32,622353090,43.7862,-1.5691,2.21404,48.2012,-1.52482,2.5734,48.0376,-1.20003,-2.61674,51.0716,-0.499532,0.321805,0.321805,0.0
525,331239,825608426,1,8,2017,2,50,28,820433010,29.4179,-0.657986,-1.04027,30.777,-0.83976,-1.72886,79.9902,-2.03964,2.6575,43.3259,1.17314,0.202465,0.202465,0.0
526,331239,1258387970,1,8,2017,4,54,55,728999890,291.839,-1.31215,2.88547,157.388,0.629255,-2.73945,364.202,0.611189,-0.201202,48.8957,0.245653,3.46136e-21,3.46136e-21,0.0
492,331697,537135044,3,8,2017,14,51,50,574169870,97.477,-0.596919,-1.32022,32.8919,-0.479453,-0.567008,58.2343,0.338219,-2.6148,100.191,1.4742,0.347634,0.347634,458.0
493,331697,678459977,3,8,2017,15,30,11,934308805,24.2398,1.1708,-1.25167,43.5283,1.2797,-2.2137,25.2151,1.87765,1.69962,38.461,0.844658,0.656374,0.656374,0.0
494,331697,510709009,3,8,2017,14,44,55,548715275,28.8315,-0.0348792,-1.46502,25.0269,-0.529379,-1.36013,114.25,-1.20317,-0.455653,108.59,0.17739,0.155246,0.155246,0.0
427,331710,1274484245,3,8,2017,23,44,31,812789970,55.4934,0.816636,-0.664295,37.4137,0.852153,-1.95689,43.7971,1.01065,-2.22001,50.6655,1.24222,0.403909,0.403909,13.0
428,331710,916830657,3,8,2017,22,9,19,609431065,265.804,-0.274285,-2.19564,52.4795,-0.478796,-1.84535,26.1533,-0.262442,1.70475,145.131,-2.30741,0.206554,0.206554,0.0
429,331710,1402457078,4,8,2017,0,20,56,612123350,164.598,-1.54444,-2.78028,162.609,-0.495419,-0.218173,100.77,-1.03596,0.738087,51.1681,2.95492,2.00823e-05,2.00823e-05,0.0
716,331742,978788899,4,8,2017,17,1,19,115816765,20.1268,0.159653,-1.23947,44.1643,1.2838,-2.34269,26.2154,2.24225,-1.65781,36.5644,1.89351,0.223744,0.223744,32.0
717,331742,913256637,4,8,2017,16,43,30,13953530,65.0305,0.662939,1.84634,39.4388,1.15387,1.33618,28.3147,2.27704,2.19905,59.7394,-2.26421,0.257194,0.257194,0.0
699,331772,1235607074,5,8,2017,10,32,22,963858170,24.3651,0.871678,-2.65219,19.1812,0.650827,-0.144656,29.2303,-0.494332,0.999211,31.5984,-2.60861,0.139733,0.139733,30.0
556,331804,1649926690,5,8,2017,20,22,40,37897705,38.7478,-1.40564,1.73112,45.6017,-0.637996,1.04805,141.403,1.1998,-2.47797,175.983,0.932323,0.444137,0.444137,32.0
557,331804,335693421,5,8,2017,14,23,40,454718480,97.9235,2.13705,3.10923,39.5842,2.42213,2.91676,70.3994,-0.767677,-1.05677,46.6821,0.541173,0.0689094,0.0689094,0.0
558,331804,1144928391,5,8,2017,17,54,30,407016615,29.5508,-0.133587,0.841473,29.0669,-0.544707,-1.46022,51.0659,2.00184,-1.54555,90.4696,1.2829,0.196778,0.196778,0.0
559,331825,468089461,6,8,2017,10,40,12,803390465,49.4809,-1.17875,1.42762,101.569,-1.58554,0.681267,111.001,-2.08015,-1.7729,32.2481,-1.31062,0.329028,0.329028,21.0
666,331860,387464574,7,8,2017,5,36,56,480928995,41.6251,1.57298,-2.09426,29.7082,1.44917,-2.42901,48.3319,-0.532185,-0.482536,56.6239,1.61918,0.0942908,0.0942908,35.0
667,331860,754852143,7,8,2017,7,16,11,59747185,16.634,0.229378,1.76527,44.5089,0.488936,-0.812164,20.6064,-1.6497,-1.65724,41.4393,2.09224,0.112809,0.112809,0.0
668,331860,1345221271,7,8,2017,10,8,43,623539420,31.6746,1.48018,-1.77669,29.6252,0.896008,0.540719,20.7859,0.559924,2.06554,30.7257,2.01825,0.275326,0.275326,0.0
386,331875,794636407,7,8,2017,20,10,42,677782805,21.5389,1.53048,1.85979,64.4892,0.448978,0.538888,49.9312,0.429033,0.207484,36.5356,2.7607,0.145518,0.145518,15.0
387,331875,339994735,7,8,2017,17,55,36,939609040,49.1155,0.216764,-1.97021,128.118,0.760828,0.358253,25.8258,-2.10079,2.01572,90.1001,-2.88697,0.000330462,0.000330462,0.0
388,331875,1294362726,7,8,2017,22,31,30,325948595,61.203,-0.101169,-0.13361,38.7565,-0.543367,-0.685027,112.787,0.145732,1.75999,107.552,-0.655961,0.78613,0.78613,0.0
481,331905,430350879,8,8,2017,13,31,4,462224920,85.0166,0.499286,2.89046,80.883,0.361858,2.24341,49.3493,0.787559,-1.08894,126.306,0.0207442,0.659256,0.659256,30.0
441,331951,692193938,8,8,2017,21,0,22,6728105,254.926,0.0118052,-0.418395,26.7127,-2.12907,0.384816,180.14,-0.212258,-2.91416,56.883,-2.70668,1.26423e-08,1.26423e-08,46.0
442,331975,1255141295,9,8,2017,11,10,43,153964185,129.943,0.273963,-1.16587,30.0927,0.435204,-0.98634,75.1485,0.476548,-2.11036,61.311,1.0908,0.192445,0.192445,24.0
443,331975,991932992,9,8,2017,9,55,28,230492765,19.969,1.30083,2.13537,34.1658,1.40392,0.823267,76.3195,2.05368,-0.373512,50.1842,1.55339,0.234638,0.234638,0.0
444,331975,2322415685,9,8,2017,16,52,33,739234990,16.4756,2.19345,2.94254,30.4234,0.231217,-1.42481,19.0747,-0.138159,-1.35644,46.8425,-0.361911,0.208785,0.208785,0.0
669,332303,772563869,10,8,2017,2,16,22,260230760,44.245,-2.02591,0.471412,84.3561,-0.958787,-1.73604,64.8249,-0.402407,2.87191,49.7679,1.16917,0.00146407,0.00146407,328.0
536,332955,1061531532,15,8,2017,12,11,58,321720395,281.377,1.72375,1.21543,91.3263,1.90521,-2.68101,196.129,2.12289,-1.8112,38.2536,-2.47807,3.21668e-07,3.21668e-07,652.0
629,333192,810228068,16,8,2017,11,56,33,950561405,38.4505,-1.52255,-2.1622,129.252,-2.3397,-2.02362,55.7498,-1.25693,0.533333,42.5481,-1.61594,0.1353,0.1353,237.0
630,333192,1623970391,16,8,2017,16,17,45,787641215,43.7852,1.12707,0.857188,60.026,1.12729,0.299251,47.236,1.95,-0.178373,31.2369,-2.22478,0.197596,0.197596,0.0
631,333192,1740816503,16,8,2017,17,0,32,506816135,74.0733,0.883612,-2.29248,28.4436,-0.0657792,-1.74197,86.2295,1.77244,-0.0253497,41.5186,3.11846,0.257447,0.257447,0.0
487,333380,390789696,17,8,2017,8,22,56,281414085,56.1073,0.805702,-2.10931,193.799,0.0924176,1.72927,158.651,-1.80852,-1.31122,52.5218,-0.25591,3.95947e-09,3.95947e-09,188.0
560,333426,472139289,17,8,2017,14,2,59,268292405,31.0491,-1.50632,-0.686805,26.676,-1.22777,0.893799,41.8819,-1.39882,-2.96142,32.2221,2.3386,0.56444,0.56444,46.0
483,333469,583261735,17,8,2017,19,14,7,695482590,81.9503,0.375378,-0.334559,107.81,0.708633,-0.738217,142.356,-1.70523,2.55306,48.2088,2.61963,0.180148,0.180148,43.0
506,333487,284798624,17,8,2017,23,52,22,495782145,18.6358,0.0900535,0.226975,63.7715,-0.716307,1.44976,31.0204,0.4037,-1.61185,35.9336,-1.98281,0.236761,0.236761,18.0
507,333487,1664112012,18,8,2017,7,26,22,415994145,48.5156,0.594126,-0.190635,15.2169,1.57035,0.872251,46.5328,0.0876644,-2.34718,36.4606,2.16259,0.462966,0.462966,0.0
508,333487,1540267293,18,8,2017,6,37,49,52247490,175.606,0.240153,2.78181,51.6141,-0.105344,1.48389,45.6266,-0.578182,-0.535969,186.943,-0.71042,0.0165959,0.0165959,0.0
509,333487,1252729548,18,8,2017,4,51,36,830841280,184.875,-1.1457,-1.48884,44.9365,-1.31758,-1.37654,233.073,-1.25163,1.4611,57.4458,3.09548,0.509806,0.509806,0.0
510,333487,383189447,18,8,2017,0,19,21,437156265,64.6238,-0.116098,-1.60154,85.414,-0.136023,-1.02683,48.2516,-0.223489,-2.18109,50.8548,0.729983,0.325689,0.325689,0.0
371,333650,1236229324,19,8,2017,19,35,43,28321165,107.7,1.31622,-2.64153,158.127,0.404548,1.85583,63.6667,-1.16265,-0.258457,116.717,-0.795294,1.65842e-07,1.65842e-07,163.0
372,333650,1355282851,19,8,2017,20,26,5,718432795,99.3998,1.87316,-1.77118,173.516,1.77559,-1.82538,44.6531,2.32882,2.38085,60.6843,-2.49553,0.119415,0.119415,0.0
373,333650,1050411203,19,8,2017,18,22,11,902526085,73.0977,1.32509,2.82226,141.669,2.24693,-0.810822,38.1629,-1.85259,1.54324,88.6846,2.03269,9.54786e-07,9.54786e-07,0.0
537,333650,316803294,19,8,2017,14,7,4,241094240,16.5022,1.09843,0.455924,75.9031,0.317602,2.24461,30.2907,-2.02864,0.832702,55.4945,-1.26012,0.0554078,0.0554078,0.0
513,333707,540775576,20,8,2017,2,34,16,227187350,43.9974,-1.41283,-2.60179,21.9659,-0.541928,2.38151,88.6352,0.26532,0.850716,52.4555,-1.51957,0.257605,0.257605,57.0
718,333778,712376627,20,8,2017,18,33,55,405588860,29.1775,1.64271,-0.411155,18.8939,2.30418,-0.203125,45.7591,0.33588,-2.19168,62.6306,2.09087,0.304235,0.304235,71.0
719,333778,373579261,20,8,2017,16,50,16,70606710,84.727,0.46149,0.156815,33.3987,0.667902,-0.400865,27.0044,-1.35867,-3.05739,110.839,-3.05901,0.457175,0.457175,0.0
720,333778,1438182084,20,8,2017,22,54,25,572787995,26.661,-1.55854,1.26617,165.514,-0.870853,1.55423,455.145,-0.569519,-3.0588,81.0597,-0.639205,0.123372,0.123372,0.0
613,333828,1576305295,22,8,2017,0,5,45,34025125,263.978,-1.52986,0.109921,69.8677,-1.59539,-0.225167,419.57,-0.459578,-2.93986,40.1073,0.75425,0.146424,0.146424,50.0
614,333828,810190688,21,8,2017,18,34,25,462555380,17.9987,-1.69561,-0.980352,48.6034,-1.06339,-1.29186,38.2748,-0.958433,-0.517309,35.308,1.53521,0.194067,0.194067,0.0
615,333828,578317298,21,8,2017,17,8,29,373373985,18.5928,1.98279,-1.30239,47.1197,1.07082,0.867269,44.0704,1.67741,2.10605,41.7499,-1.87537,0.262002,0.262002,0.0
616,333828,1269558420,21,8,2017,21,43,56,640963610,55.1409,-1.56189,-0.0948416,47.3268,1.20539,-2.66924,36.4712,2.46405,2.83859,42.5129,1.19216,1.25686e-06,1.25686e-06,0.0
561,333904,1398826340,23,8,2017,6,5,8,904129955,73.9214,-0.445112,1.64113,65.9091,0.358505,-2.05087,52.8909,2.24191,0.549917,34.362,-2.01325,1.44403e-05,1.44403e-05,76.0
562,333979,867617590,23,8,2017,16,9,2,62117245,100.69,1.36762,-1.62333,27.6247,1.97035,-2.7028,59.4925,2.4071,1.42629,64.0191,1.18776,0.399985,0.399985,75.0
563,334350,1554538028,28,8,2017,0,4,57,50210195,23.3419,-1.2158,0.953551,56.3643,-1.30994,-1.23055,29.0648,-1.78415,-1.99021,32.8978,1.77701,0.303614,0.303614,371.0
564,334350,1300182306,27,8,2017,22,35,50,677500220,24.1593,-2.01259,-0.694442,29.338,-2.01718,1.0512,30.687,-1.3674,2.91645,51.5832,-1.32493,0.267714,0.267714,0.0
565,334350,1743260635,28,8,2017,1,9,13,905158470,63.96,-1.87343,0.268373,57.5677,-0.12429,2.9086,238.374,1.47277,0.653356,250.933,-2.45124,1.70651e-10,1.70651e-10,0.0
709,334443,1801009599,29,8,2017,18,22,27,787743940,28.2167,-0.814001,-0.343578,40.5368,-0.636278,-1.06228,32.4045,2.24553,2.63841,31.3047,2.38458,0.137306,0.137306,93.0
710,334443,1201785190,29,8,2017,14,0,4,211137665,109.309,1.696,-2.54333,63.4208,1.17079,-2.25313,24.4486,2.30431,-3.02689,42.1439,0.767067,0.16515,0.16515,0.0
711,334443,1197082348,29,8,2017,13,58,23,620243190,107.339,-0.747905,-2.40367,119.62,-0.308606,2.15424,98.3333,-2.07529,-0.375232,44.1934,-1.92204,7.42179e-07,7.42179e-07,0.0
374,334487,726193948,30,8,2017,10,54,42,451175730,54.5116,0.938713,-0.789695,106.753,0.65293,-0.443691,78.2681,0.732453,2.8202,40.3104,-2.08868,0.484767,0.484767,44.0
451,334564,424110483,31,8,2017,15,33,54,261610595,56.8011,-1.18452,-0.440685,32.5044,-1.58755,-0.817348,83.4905,0.216442,2.26022,33.5066,-1.89967,0.467382,0.467382,77.0
452,334564,744038938,31,8,2017,17,34,26,46174725,35.9648,-1.66918,2.77271,32.1701,-0.600595,1.85206,20.1946,-1.43797,-0.582375,36.2476,-1.1197,0.161006,0.161006,0.0
375,334588,737709609,1,9,2017,8,31,16,435725070,193.771,0.347244,0.193068,74.4217,1.70676,-2.74281,42.6215,1.34524,-2.98358,53.1899,3.0904,0.000779605,0.000779605,24.0
566,334637,1000833762,1,9,2017,22,28,38,119547470,85.8993,-0.0855481,-0.240434,79.9564,0.819658,0.993354,102.164,2.19811,2.40429,43.607,-2.18395,0.000204747,0.000204747,49.0
567,334737,2556165246,3,9,2017,7,36,36,4470980,55.9049,-0.919284,-3.00076,91.9891,1.90996,0.570423,27.193,2.32694,0.59456,36.7882,-0.989904,0.00016025,0.00016025,100.0
732,334737,2787078820,3,9,2017,8,52,35,792438845,20.4101,-0.584114,-0.162339,15.0755,-1.18863,-0.628769,56.5795,0.115536,-2.06682,51.8513,1.09028,0.24007,0.24007,0.0
733,334737,2819836858,3,9,2017,9,4,1,918541015,100.714,-0.600703,2.72455,109.128,-0.211253,-0.702407,35.9914,1.08802,-0.34441,49.3119,2.11626,0.000346713,0.000346713,0.0
704,334779,2271393588,4,9,2017,8,55,22,968982695,26.4269,-0.0747274,2.22767,48.8701,-1.11763,2.11524,126.559,0.777272,-0.863467,63.2162,1.95109,0.368222,0.368222,42.0
568,334878,1137569033,5,9,2017,16,31,8,857847850,171.907,-1.9921,2.63862,17.564,-1.72782,-3.07021,19.8127,1.34632,2.85011,76.4762,0.852743,0.0149463,0.0149463,99.0
569,334878,440930864,5,9,2017,12,15,8,382354645,70.4342,2.02041,-2.95817,65.609,1.94078,-2.27578,50.2083,2.41623,2.38159,31.235,1.41008,0.253699,0.253699,0.0
471,334907,1719207284,6,9,2017,11,39,19,915800730,17.3606,1.25518,2.61721,36.3669,-0.245457,2.7202,23.1655,2.07047,-1.45472,39.6566,0.0293674,0.13853,0.13853,29.0
472,334907,440360963,6,9,2017,4,46,4,400864525,150.129,-0.562696,0.642283,54.2956,0.670089,2.83308,86.2069,2.36357,-1.03966,103.488,2.0336,4.49049e-09,4.49049e-09,0.0
721,334960,1517317309,7,9,2017,1,24,21,497433985,41.2129,2.2537,-0.853385,44.825,1.37683,0.339962,70.228,1.05933,-2.7531,48.4952,1.56923,0.382714,0.382714,53.0
722,334960,2164955499,7,9,2017,5,14,22,96175180,34.2527,-0.403613,-0.316793,65.3169,0.625012,-0.626373,43.3442,-2.44883,2.23306,60.2368,-2.81979,0.0977675,0.0977675,0.0
723,334960,1953704286,7,9,2017,3,55,41,640798175,50.3523,0.143393,-2.66961,44.4758,-0.762576,3.1415,21.4624,0.792161,-0.239632,36.5337,0.575774,0.192508,0.192508,0.0
724,334960,1012644115,6,9,2017,22,56,16,210858460,17.3593,1.80093,1.59703,54.7185,2.12434,1.94662,37.1266,0.289531,-1.74682,99.629,-0.178185,0.156102,0.156102,0.0
482,334993,930317919,7,9,2017,17,21,58,471290215,32.584,0.180692,2.93515,37.9313,0.137358,-3.00642,18.0985,1.34006,3.14111,53.2579,-0.193265,0.192746,0.192746,33.0
632,334993,1212936524,7,9,2017,18,55,2,690488460,40.9174,-0.37471,-0.839432,83.6275,-1.0207,-0.819982,174.935,-0.610513,0.699738,230.323,3.10651,0.0628365,0.0628365,0.0
570,335022,1360846056,8,9,2017,13,34,52,460733220,37.8581,-0.710221,-0.669759,25.742,-1.28455,1.82932,25.2241,-1.24121,2.26947,31.0013,0.144945,0.226784,0.226784,29.0
571,335022,2181488170,8,9,2017,18,43,48,146513470,351.189,0.621853,2.68621,93.9029,0.974671,-2.69649,199.626,2.31879,-1.18217,37.9318,-0.563248,4.77192e-06,4.77192e-06,0.0
453,335083,2128496887,9,9,2017,15,31,6,223407230,36.6436,-1.76509,2.51608,32.4039,-1.78309,0.657523,16.8484,-0.67745,-1.22345,31.2855,1.13464,0.310455,0.310455,61.0
454,335083,1939721711,9,9,2017,14,24,17,744726910,59.8636,0.989238,-2.54295,120.034,1.16627,1.68816,74.7517,-1.26348,-1.9555,30.8046,1.15922,2.50279e-05,2.50279e-05,0.0
734,335170,604075897,10,9,2017,10,48,7,850564300,55.5109,-1.16379,3.12752,40.8038,-1.92406,2.81686,72.5367,-0.144222,-2.67161,173.894,-3.07903,0.275409,0.275409,87.0
735,335170,2087524011,10,9,2017,19,40,56,234327900,38.7676,-1.26207,1.06488,29.1657,0.169688,1.74795,91.5594,-1.32082,-2.24608,64.6624,0.0799329,0.215391,0.215391,0.0
572,335177,1999232103,11,9,2017,7,15,12,187231145,18.3745,-0.0909117,0.599356,98.5001,0.395957,0.879157,89.545,1.51348,-0.0401371,48.2025,-2.85171,0.173804,0.173804,7.0
573,335177,2295319011,11,9,2017,8,45,22,89530935,96.1182,-0.0267692,-2.89451,56.6336,-0.786405,2.99061,58.681,-1.58914,0.118129,46.4361,-1.57833,0.116315,0.116315,0.0
574,335177,3521918935,11,9,2017,16,26,16,885237145,38.3148,-0.0847584,-0.497903,17.0851,0.921581,2.48148,23.206,-0.65816,2.60687,40.2801,2.01734,0.169982,0.169982,0.0
700,335222,1647340173,12,9,2017,10,37,31,180409905,51.307,-0.477141,-1.15131,123.408,-0.619205,-1.33795,29.2271,1.86818,-2.65822,159.17,-0.670502,0.341336,0.341336,45.0
701,335222,1102727132,12,9,2017,7,22,40,627535665,27.5111,-0.575869,2.81223,32.6187,-0.450027,-0.352134,53.0638,2.32014,1.11751,53.007,-2.14546,0.0371555,0.0371555,0.0
702,335222,340641691,12,9,2017,3,35,19,989197090,30.442,-0.666816,-1.98727,35.6326,1.32363,2.63033,38.6739,2.21943,-1.02507,40.828,-1.63122,0.00950118,0.00950118,0.0
575,335282,881179575,12,9,2017,21,28,49,347583480,15.737,0.495033,1.85971,50.0957,0.942621,1.73631,29.1663,0.0580671,0.333914,39.8627,3.05431,0.0796768,0.0796768,60.0
576,335282,299294697,12,9,2017,18,55,53,254766465,27.7092,-1.62897,0.811341,206.341,-2.19859,1.10962,44.77,-0.426416,-2.07198,31.6655,1.85001,0.0923317,0.0923317,0.0
445,335290,1021284551,13,9,2017,3,56,21,701002565,60.3114,-0.193189,-2.88764,61.9168,-0.939389,2.6727,100.882,-1.67119,0.264298,49.6061,-1.14516,0.18729,0.18729,8.0
638,336506,1268591304,24,9,2017,10,26,45,608197660,71.2396,-2.03787,0.770849,79.3479,-0.628984,-1.59236,45.8432,2.10166,0.752365,50.022,2.62687,2.83852e-08,2.83852e-08,1216.0
639,336506,1081575596,24,9,2017,9,18,17,249094800,33.3588,-0.265615,-0.135537,36.8866,0.378367,0.815178,77.4958,-1.55971,2.72758,55.2709,-1.44688,0.207241,0.207241,0.0
646,336548,265819384,24,9,2017,13,27,17,750192770,30.9482,-0.23827,2.8949,43.3391,-0.867835,2.7799,42.8921,-1.41064,-2.05036,65.0339,-0.0728955,0.56254,0.56254,42.0
623,336567,430653525,25,9,2017,5,4,1,686820160,183.095,0.828509,3.07531,112.369,1.00928,2.88519,110.614,1.15494,3.02984,183.383,-3.05964,0.267088,0.267088,19.0
402,336630,667560133,25,9,2017,22,50,1,736120085,41.8116,1.20368,-2.91325,20.7843,1.68658,-3.0237,117.433,-0.127246,0.721116,39.0618,1.91501,0.0765915,0.0765915,63.0
403,336630,447651251,25,9,2017,21,50,41,4819125,40.7316,1.34432,2.85787,28.7458,0.243921,1.24517,23.5172,2.47158,-1.66395,34.875,-0.808973,0.185036,0.185036,0.0
404,336630,2399400944,26,9,2017,6,44,54,475834860,85.4037,1.78215,-1.38947,53.4468,0.493004,1.50842,69.8163,0.395754,1.83894,97.7682,-1.80535,0.118254,0.118254,0.0
405,336630,2736896743,26,9,2017,8,37,1,121077220,17.8399,-2.104,0.377187,33.2512,-1.76337,-2.01888,41.7509,-1.98468,-3.10702,47.9144,0.825769,0.428565,0.428565,0.0
406,336630,1227310366,26,9,2017,1,24,29,357329370,36.9071,2.40964,-3.07964,84.1012,1.6586,-2.98958,38.9196,1.2822,-2.1117,32.6066,3.0724,0.259709,0.259709,0.0
407,336630,2776033696,26,9,2017,8,50,28,915123130,35.865,-0.620302,1.26343,17.2562,-2.48257,0.786071,142.16,-1.65042,-2.34086,72.7865,0.635602,0.327745,0.327745,0.0
408,336630,830777010,25,9,2017,23,33,41,710924955,36.4585,-1.21394,1.29498,52.9159,-0.827463,1.34196,70.6046,-1.06442,-1.91096,63.8979,-1.81199,0.574836,0.574836,0.0
409,336630,1519937716,26,9,2017,2,42,31,194885880,78.3625,-0.729933,-1.18161,20.0174,-0.810151,0.734239,37.7654,0.795082,1.96999,51.4886,0.610799,0.163169,0.163169,0.0
455,336678,2036980538,26,9,2017,21,45,59,511727380,247.484,-0.053237,-2.93805,114.714,0.0174153,-2.75605,37.4117,-0.120179,0.492153,94.5687,-0.415454,0.144527,0.144527,48.0
456,336678,1138966321,26,9,2017,17,43,27,374105830,175.244,-0.970333,2.37103,46.3388,0.986741,1.59407,251.48,0.361579,-0.884105,97.6345,-2.87159,7.96055e-09,7.96055e-09,0.0
457,336678,508506798,26,9,2017,14,52,55,997305030,18.3239,-0.168728,3.01339,20.2753,-0.285044,1.02065,41.7316,-2.44325,-1.91423,30.6877,0.310098,0.0386877,0.0386877,0.0
458,336678,2576623518,27,9,2017,0,24,29,894687850,68.6551,-0.939897,1.71989,99.3576,-0.265691,2.26941,16.2561,-1.57631,-0.326564,63.2141,2.22661,0.207845,0.207845,0.0
459,336678,2289780995,26,9,2017,22,56,42,933540280,47.6101,-1.89316,0.385593,37.5684,-2.19087,0.173851,15.0677,-2.24263,-1.55419,84.9026,1.76091,0.236903,0.236903,0.0
517,336719,592165384,27,9,2017,10,9,9,572282505,22.3419,-1.65559,1.15074,44.0509,-1.90898,1.8082,51.1027,-1.31414,-1.44494,52.8722,-0.445832,0.438904,0.438904,41.0
518,336719,771810331,27,9,2017,10,57,57,734977355,33.4828,-0.100753,-2.69118,32.1219,0.0630044,-1.84573,21.6122,-1.12717,-0.142127,72.5921,1.46303,0.702626,0.702626,0.0
670,336782,1290662997,28,9,2017,0,51,59,694611250,49.4356,-2.3806,0.218801,16.1481,-1.26534,1.89732,29.9374,-1.94626,2.51271,61.642,-2.1214,0.305088,0.305088,63.0
671,336782,932928953,27,9,2017,23,15,1,951450500,137.25,0.638876,0.319503,147.078,0.670529,-0.0711993,34.8055,1.66529,-2.43761,30.3647,1.57268,0.0610641,0.0610641,0.0
530,336832,1515990717,28,9,2017,20,13,26,292907225,16.4351,-0.643481,1.72218,84.4789,-0.231274,1.69043,64.8865,0.348576,-1.64248,32.1164,1.16273,0.215308,0.215308,50.0
531,336832,2708248998,29,9,2017,1,51,53,136375035,70.0122,-0.733712,0.638543,40.1486,-2.02821,-1.52853,55.026,-2.41131,-2.55903,41.6277,1.79726,0.001834,0.001834,0.0
532,336832,1880499356,28,9,2017,21,43,14,356463865,32.6034,1.81884,0.320485,150.039,1.81135,0.13894,123.367,0.44653,2.1615,63.5874,1.24098,0.0759198,0.0759198,0.0
