evento,numero di run,numero di evento,giorno,mese,anno,ora,minuti,secondi,miliardesimi di secondo,pT 0,eta 0,phi 0,pT 1,eta 1,phi 1,pT 2,eta 2,phi 2,pT nu,phi nu,NN,prob,differenza numero di run
546,338480,724563282,18,10,2017,4,4,8,668134985,41.7516,-0.997215,2.63352,25.7727,-1.49668,-2.11663,121.121,-1.65531,0.566287,43.7438,-0.583405,0.255137,0.255137,0.0
547,338480,1471660827,18,10,2017,7,1,47,679116055,46.0201,-0.355299,-2.39843,111.512,-0.194659,-2.52002,102.567,-0.45154,0.00780609,55.2351,1.4424,0.566115,0.566115,0.0
548,338480,1652766238,18,10,2017,7,48,59,491274450,58.1462,0.305809,1.05181,49.4761,-0.0725426,0.352365,18.606,-0.123931,-0.787037,48.2802,2.65746,0.299979,0.299979,0.0
430,338498,281821437,18,10,2017,14,27,49,778879120,55.8879,0.985512,-1.58492,182.067,1.38535,-1.60424,113.844,0.871877,2.1092,65.7717,-2.35033,0.593196,0.593196,18.0
511,338498,154361650,18,10,2017,13,57,49,306293535,81.799,1.77905,-0.953228,25.6384,2.21972,0.474801,44.6721,1.33477,2.05103,51.0941,2.52797,0.377404,0.377404,0.0
512,338498,839815873,18,10,2017,16,37,22,884234140,116.734,-1.56806,0.713065,25.7257,-0.336408,-1.84821,62.8747,1.15013,3.11162,64.6904,-2.11302,4.73622e-05,4.73622e-05,0.0
725,338498,825881086,18,10,2017,16,34,17,853042775,251.599,0.20965,-0.116787,74.3256,0.315202,2.50612,113.565,-1.81648,-2.19165,45.5588,-0.951194,8.7983e-11,8.7983e-11,0.0
726,338498,1640509131,18,10,2017,19,57,23,842703545,46.8666,0.942163,-2.08123,98.2177,0.0555443,2.02971,102.43,0.501703,0.439853,30.832,-1.37913,0.00199312,0.00199312,0.0
637,338608,1089781869,19,10,2017,4,5,13,197354990,60.1711,-1.82588,-1.45331,23.7472,-2.33944,-2.06892,89.6621,-0.88541,1.92122,42.3043,-0.142209,0.479258,0.479258,110.0
689,338712,477576695,20,10,2017,0,4,32,676514145,59.0133,1.41573,-2.03734,37.056,1.82942,-2.3527,73.4207,0.340565,1.05486,41.8428,1.03908,0.528065,0.528065,104.0
690,338712,519196430,20,10,2017,0,14,18,352733650,17.5088,0.715443,-1.84214,64.7504,1.51567,-3.05178,128.841,0.938903,0.794159,67.8589,-2.14026,0.745611,0.745611,0.0
691,338712,2256442926,20,10,2017,7,48,44,231454595,69.4309,-0.436485,1.47807,31.5805,-0.782769,1.30455,143.19,0.53564,-2.42982,93.2844,-0.0622448,0.491485,0.491485,0.0
692,338712,2586876488,20,10,2017,9,15,57,535422590,254.184,-0.543894,0.855261,137.459,-1.19804,2.29375,196.253,0.123417,-1.69394,45.4043,2.48679,4.41809e-10,4.41809e-10,0.0
693,338712,2295110622,20,10,2017,7,58,20,24724835,40.6891,-1.09901,2.99528,25.1222,0.260248,-2.83122,34.1418,-0.327497,1.75836,30.1719,-0.511762,0.429436,0.429436,0.0
694,338712,1703654323,20,10,2017,5,20,50,562961470,37.1451,0.344011,-1.33924,63.5063,1.95284,-2.10478,93.7143,0.141678,1.61514,31.0334,-0.135432,0.00279433,0.00279433,0.0
695,338712,2477901595,20,10,2017,8,45,43,59748125,21.2488,-0.0954512,1.29611,39.5498,0.326179,0.995929,63.0068,-1.15392,0.724015,66.0615,-1.70194,0.296608,0.296608,0.0
696,338712,827607124,20,10,2017,1,28,58,693826005,248.949,-2.09103,2.63441,139.407,-1.6251,1.25966,252.179,-1.16789,-0.823258,52.1111,-0.945641,3.35046e-09,3.35046e-09,0.0
488,338767,1445062191,20,10,2017,19,49,28,372287085,270.074,0.456289,-0.370477,57.6524,1.24438,-1.78596,20.1043,-1.03673,1.80036,135.098,-2.28829,2.49442e-05,2.49442e-05,55.0
489,338767,2295778618,20,10,2017,23,39,5,504622260,46.2502,2.3849,2.66051,76.94,0.737493,2.13681,235.78,1.82646,-0.781409,106.46,2.6598,0.00194757,0.00194757,0.0
490,338767,2321716859,20,10,2017,23,45,58,773754940,68.0924,-0.329162,-2.86712,25.9775,-1.14615,-2.81343,65.1253,2.16417,0.718769,41.8625,-0.56035,0.134293,0.134293,0.0
491,338767,1293646739,20,10,2017,19,6,8,37654310,57.5271,1.77826,2.31385,50.6031,2.42944,-2.91854,29.0039,-1.05525,-1.06047,164.371,0.464594,0.0454763,0.0454763,0.0
633,338834,305334796,21,10,2017,5,3,13,148833665,173.324,1.5565,0.584974,67.2614,2.02207,-2.54931,80.419,2.42075,-2.55388,36.5714,-2.60226,0.0019837,0.0019837,67.0
464,338846,1918381231,21,10,2017,14,52,54,685751040,237.045,2.00367,2.83844,57.1984,1.66776,2.55957,98.0491,1.51954,2.88032,64.7381,-0.253785,0.11126,0.11126,12.0
465,338846,3088644857,21,10,2017,20,15,31,669957205,63.7285,1.62732,0.587815,35.205,-0.659101,0.579347,56.3465,-1.31276,-2.10138,42.8419,-2.97392,0.000101915,0.000101915,0.0
592,338846,3228514325,21,10,2017,21,1,25,998891115,63.5422,1.28789,-2.72962,20.5271,0.0942443,2.30431,60.4199,-0.0665733,0.214316,34.5145,0.154854,0.318941,0.318941,0.0
593,338846,3253057092,21,10,2017,21,9,31,47314265,121.17,0.532048,-0.322717,58.8614,0.745043,1.34617,89.1352,0.195316,-3.11537,44.4857,-2.55932,0.00269081,0.00269081,0.0
645,338897,1740600533,22,10,2017,9,9,22,134014225,29.1886,1.89348,0.273491,75.4602,2.11222,1.63934,97.6609,0.721454,-1.80768,37.3834,-0.899399,0.164509,0.164509,51.0
422,338933,1900054032,23,10,2017,0,42,29,484853915,48.5373,1.75014,-2.47015,109.368,2.04698,-1.63331,97.4081,1.94572,0.845181,75.8765,1.76611,0.360393,0.360393,36.0
466,338933,2244465250,23,10,2017,2,12,53,9828845,74.2162,0.400268,0.463078,59.6979,-0.78792,2.68756,45.8996,1.25623,-2.74563,52.2053,-0.91609,0.00038922,0.00038922,0.0
467,338933,887882530,22,10,2017,20,45,14,35241495,162.438,-0.448417,-1.62594,138.313,0.447943,-1.55857,56.7311,-0.785761,1.37741,41.7156,0.278988,0.000452069,0.000452069,0.0
468,338933,993013233,22,10,2017,21,12,13,906157980,51.7018,1.71498,-1.04116,36.2427,0.877613,-1.04842,169.539,-0.338195,1.95469,98.7256,-1.46169,0.645464,0.645464,0.0
469,338933,1788842529,23,10,2017,0,16,9,368306145,98.4279,1.94032,2.62261,48.7905,0.554461,-1.51254,158.837,-0.765536,1.75149,33.9667,-1.03894,3.70859e-07,3.70859e-07,0.0
470,338933,2495434206,23,10,2017,3,21,26,473650465,19.2093,0.65991,-2.28538,18.0858,1.57644,2.57266,48.5496,1.18665,0.332844,37.4975,-1.79167,0.216776,0.216776,0.0
634,338987,940227695,24,10,2017,2,23,8,301399700,40.2443,-0.676915,-0.194352,22.6194,-0.851475,0.984083,26.3903,-0.470872,-3.04736,102.338,-2.45903,0.392368,0.392368,54.0
635,338987,2936427168,24,10,2017,10,37,41,279258575,133.985,-0.590637,-1.67982,107.88,-1.57768,-1.58897,151.267,-2.31453,1.33805,94.534,1.62572,0.000377358,0.000377358,0.0
594,339037,948191329,24,10,2017,22,30,35,574805215,46.4792,1.79411,0.465172,83.4597,0.00726809,1.9641,109.497,0.889415,-1.81172,167.772,-2.15794,0.000226608,0.000226608,50.0
595,339037,3026128695,25,10,2017,8,1,13,167543395,44.6273,-1.53151,0.765727,44.6165,-0.43222,-0.709285,76.5107,-0.935042,-2.66749,32.1707,1.18544,0.0587256,0.0587256,0.0
596,339037,1019420207,24,10,2017,22,48,48,622307750,40.9847,1.9633,2.58864,70.9565,1.78282,1.91387,79.2911,1.96793,-2.0299,30.4395,-0.828014,0.403457,0.403457,0.0
597,339037,2261512221,25,10,2017,4,26,48,409469530,27.8444,-1.70558,-0.752461,21.3439,-1.10696,1.05992,27.3315,-2.32774,2.24011,36.2604,2.67686,0.27333,0.27333,0.0
598,339037,2492329534,25,10,2017,5,25,9,536595085,17.4477,-1.6464,2.80406,42.3114,-1.76586,-1.05547,93.913,0.375266,0.676413,87.9516,-2.19516,0.158488,0.158488,0.0
599,339037,2441121517,25,10,2017,5,11,42,591771035,29.9764,1.8651,-2.4184,38.9567,2.06202,-2.73096,48.2501,1.82556,1.9443,31.7631,-0.581567,0.170256,0.170256,0.0
600,339037,3108747833,25,10,2017,8,27,36,505061120,38.0964,1.20318,-0.524179,18.043,0.587545,0.600022,54.0809,-0.612688,0.344466,44.9959,2.60667,0.211407,0.211407,0.0
601,339037,3634712740,25,10,2017,11,35,58,542319985,39.0205,-2.33837,-2.3313,65.5022,-2.27965,2.56422,43.6343,-0.117665,0.269195,42.7682,-0.510592,0.144235,0.144235,0.0
383,339070,949819018,25,10,2017,19,17,21,504337765,19.2888,-0.687819,3.03238,48.1954,1.08732,-2.7439,52.4541,-0.188358,-0.21657,33.3417,1.38403,0.149867,0.149867,33.0
384,339070,1432050810,25,10,2017,21,32,30,150112150,198.147,0.359712,-2.77957,69.3144,1.14872,2.41181,294.054,0.612703,0.149216,51.8639,-2.59926,8.63218e-06,8.63218e-06,0.0
504,339070,410841270,25,10,2017,17,0,38,684680305,83.6407,-1.3251,-1.15814,49.509,-1.00056,-1.57673,39.8341,-1.65295,1.24128,55.1277,2.02073,0.679563,0.679563,0.0
505,339070,152800434,25,10,2017,15,59,26,957650260,51.5803,-0.171615,-2.68192,22.4353,1.26598,2.37991,31.0607,2.09932,1.50522,34.7596,-0.927624,0.127148,0.127148,0.0
499,339205,197265353,27,10,2017,7,6,47,605384220,60.7628,1.38172,0.176484,41.6073,0.602093,-0.424099,67.2272,2.21382,-3.11548,33.4424,2.8983,0.305387,0.305387,135.0
500,339205,1095327732,27,10,2017,10,56,14,939338655,29.999,0.97115,1.23773,15.9716,1.11893,2.81126,31.5122,-2.14422,2.50126,52.9968,-1.10707,0.0383746,0.0383746,0.0
385,339387,819165480,28,10,2017,9,49,29,260146485,48.3734,-0.490613,0.830719,45.8382,-0.92221,-0.434946,87.8292,-2.26514,-1.08646,31.9779,0.892828,0.0751923,0.0751923,182.0
602,339387,2903866922,28,10,2017,19,38,9,763717845,158.514,1.20401,0.414796,50.7388,1.33247,0.21308,100.653,1.9285,-2.25625,67.6423,-3.0581,0.434627,0.434627,0.0
603,339387,1275120070,28,10,2017,12,3,37,646062580,63.6188,-1.9827,1.15747,59.1425,-1.26131,1.93371,60.4969,-1.46131,2.24324,104.663,1.37377,0.144363,0.144363,0.0
620,339396,149061903,28,10,2017,22,53,44,724752760,270.286,-0.689035,-2.37579,75.4662,-1.67378,-1.16102,184.796,-0.215466,0.666408,248.06,0.739036,5.05128e-08,5.05128e-08,9.0
621,339396,1063192015,29,10,2017,2,49,3,757712130,30.9811,-0.141512,-3.1413,20.8571,-0.206895,0.925296,34.7397,0.337519,-0.410225,32.72,-2.84061,0.288555,0.288555,0.0
622,339396,1191571763,29,10,2017,2,23,31,808432940,23.8025,-1.25008,1.73632,30.3074,-0.91908,1.23995,77.5255,-0.799351,-2.18193,54.7357,-0.514741,0.56196,0.56196,0.0
389,339435,2440061122,29,10,2017,14,18,32,103348440,19.2672,0.0464995,-0.989173,46.776,-0.837768,3.06118,53.5533,0.130901,1.53373,57.5051,-0.85073,0.497292,0.497292,39.0
390,339435,3498414489,29,10,2017,18,59,14,550445435,294.37,1.38098,-1.73659,187.718,2.24815,2.25098,451.94,1.02395,1.69937,43.9226,2.10421,8.33544e-17,8.33544e-17,0.0
391,339435,3416111820,29,10,2017,18,36,0,134186215,66.64,-1.0685,1.044,46.9033,-1.51119,0.488145,32.8079,2.03193,-0.786641,46.4279,2.17036,0.0797041,0.0797041,0.0
392,339435,3254985642,29,10,2017,17,52,57,6675020,21.8874,-0.72698,-2.85475,42.3917,-0.501437,-0.0412174,97.3166,0.819757,0.403049,42.1599,-1.80107,0.096441,0.096441,0.0
432,339500,571816078,30,10,2017,15,12,50,835938045,21.7505,2.02646,-1.84381,32.0201,0.99558,-0.385845,25.9088,2.2533,0.886956,40.8751,2.8964,0.388697,0.388697,65.0
413,339562,914009690,31,10,2017,7,53,30,48942660,111.261,0.575711,0.833947,46.7963,-1.18672,1.4183,169.103,-0.706074,-1.67265,82.7502,2.68216,5.23e-06,5.23e-06,62.0
549,339590,239627016,31,10,2017,16,46,20,230354560,58.3708,0.100926,3.10002,65.8276,-1.00257,0.412703,78.3033,1.13481,0.0286643,96.9976,0.80227,0.0018782,0.0018782,28.0
675,339758,538211267,1,11,2017,19,55,28,905857090,112.508,0.0133096,-1.39077,47.7851,-0.295743,0.919466,55.4761,-0.451796,1.29885,97.3742,2.59918,0.0468428,0.0468428,168.0
676,339758,1600657545,2,11,2017,3,12,13,815915595,59.2286,-2.34721,-1.33184,58.0317,-0.286251,-2.63895,54.6446,-0.906514,0.639138,46.0536,2.38153,0.000412131,0.000412131,0.0
677,339758,1607097636,2,11,2017,3,13,49,539588475,62.5672,2.06339,1.74157,53.6262,2.35558,2.40953,205.961,1.24779,3.13039,33.8239,0.311929,0.0943001,0.0943001,0.0
678,339758,2790631758,2,11,2017,8,46,14,932338960,85.7797,1.63893,0.596427,47.0542,1.13925,1.20384,84.7757,-0.0460712,-2.05674,36.538,-2.78841,0.414801,0.414801,0.0
679,339758,3323664946,2,11,2017,11,18,8,891375855,58.8158,-1.80621,0.38538,69.8585,-1.40718,0.249913,21.6426,-1.00135,1.88595,114.599,-2.77524,0.581233,0.581233,0.0
655,339849,1406062983,2,11,2017,22,22,27,311245545,65.8821,-1.84599,-1.53099,51.8747,-2.24871,1.48011,70.2674,0.89335,2.05477,45.3689,0.341903,9.94745e-05,9.94745e-05,91.0
656,339849,790151225,2,11,2017,19,31,20,992508020,38.8058,-1.7293,-1.95451,23.6779,-2.37564,-2.09915,21.5129,-0.910887,-2.85237,58.705,0.802523,0.500747,0.500747,0.0
657,339849,1285230986,2,11,2017,21,47,43,682087260,41.8853,-0.723045,1.50753,15.4328,-1.34622,-0.565157,43.3246,1.18979,-1.51673,54.3269,-2.43797,0.171186,0.171186,0.0
658,339849,2351387927,3,11,2017,2,38,29,875504435,37.3525,-0.905864,1.1986,61.681,-0.788247,1.64591,46.9458,-0.311949,0.429219,44.1536,2.91392,0.204204,0.204204,0.0
659,339849,2871564314,3,11,2017,5,42,15,235045775,130.044,-1.28532,-0.222125,19.5431,-0.835822,0.971836,221.296,-1.50536,2.47909,131.812,1.84683,0.317439,0.317439,0.0
423,339957,2003683477,3,11,2017,22,5,43,873379695,16.0382,-1.45848,2.77605,21.461,-0.764001,3.10774,53.0824,-0.419141,0.208757,47.7992,-0.522144,0.275462,0.275462,108.0
424,339957,1257565557,3,11,2017,18,7,37,342617650,199.795,-0.732079,-1.70365,140.692,-0.531743,-1.42908,71.9949,-2.39078,2.97587,79.7095,1.42197,0.0336062,0.0336062,0.0
425,339957,2757532845,4,11,2017,1,28,48,13893545,56.5785,-0.484317,0.15951,297.553,-0.536558,1.90021,188.596,-0.98539,3.04419,89.5751,-2.53528,0.000132599,0.000132599,0.0
426,339957,2962025441,4,11,2017,2,32,45,932048290,15.6569,-0.530068,-1.46793,51.9896,-2.42094,-1.96424,95.854,0.652004,0.863031,32.9762,-2.84937,0.0334108,0.0334108,0.0
604,340030,2379217223,5,11,2017,5,12,7,766764750,33.8461,0.474191,-0.163844,32.3782,0.308025,0.477237,22.8893,1.19729,-0.21352,88.2089,-3.03651,0.802527,0.802527,73.0
605,340030,1002356501,4,11,2017,22,57,46,186593650,85.2619,-1.67158,2.64727,103.482,-1.39613,1.18147,129.766,0.226798,-1.85558,33.559,-0.120674,0.000694817,0.000694817,0.0
606,340030,1686185195,5,11,2017,2,4,22,80187260,45.9496,0.118775,2.71276,24.2526,0.386457,-2.68337,43.9641,-0.776953,3.1027,118.945,-0.408847,0.625271,0.625271,0.0
607,340030,2498102670,5,11,2017,5,46,5,836948650,31.0891,-0.324735,-0.303256,76.1,-0.956309,-0.876723,28.8905,-0.987793,0.817352,46.1167,2.96638,0.464248,0.464248,0.0
608,340030,1821434260,5,11,2017,2,44,24,997586545,32.9068,0.926996,-2.01297,27.1057,1.29808,0.399377,31.0787,0.473524,0.668481,44.6736,2.99002,0.222544,0.222544,0.0
609,340030,1707177144,5,11,2017,2,10,24,159662210,65.278,1.75713,2.88126,33.2129,1.61614,-3.0015,52.4689,1.60127,-0.295843,70.072,0.208232,0.673331,0.673331,0.0
662,340072,2431911933,6,11,2017,8,17,45,831309590,186.178,-0.0643602,-1.57119,66.4966,1.66957,3.00424,66.0766,-1.34206,1.31694,34.5351,0.415381,1.53167e-09,1.53167e-09,42.0
663,340072,3441830763,6,11,2017,13,1,59,570730295,35.5215,-1.30305,-2.70854,28.2365,-0.655606,3.02042,41.7176,-1.56762,-1.66017,94.7812,2.47447,0.546075,0.546075,0.0
664,340072,4637360382,6,11,2017,19,26,27,138571155,70.5088,1.14143,2.99902,31.6716,0.622123,2.3748,61.1501,1.75036,-0.190409,38.0806,-0.69829,0.481968,0.481968,0.0
665,340072,5386558142,7,11,2017,0,56,54,368061075,28.4171,-0.899829,-2.45426,26.1321,0.810497,-2.47991,25.7117,-0.693131,1.01665,30.3061,0.338247,0.155508,0.155508,0.0
708,340368,814343401,9,11,2017,5,30,41,102622630,24.3711,1.01948,-2.76144,23.5803,-0.762923,-0.844771,67.04,-0.993097,1.52187,89.337,2.69348,0.104524,0.104524,296.0
473,340453,190884022,9,11,2017,16,1,15,187936445,16.608,2.09803,-1.76211,22.5365,0.526901,-1.56318,31.197,-1.90319,0.874783,136.189,0.918576,0.135753,0.135753,85.0
474,340453,191716622,9,11,2017,16,1,27,431877985,305.428,0.901741,-0.575075,168.079,-0.787984,-3.01393,34.6289,-2.22325,-2.12869,79.9889,1.94037,8.31531e-13,8.31531e-13,0.0
475,340453,1282368053,9,11,2017,20,55,28,125190775,27.3737,-1.01016,-2.61069,45.5062,-1.32858,-3.00131,96.4822,2.05297,-2.09229,55.3994,0.388214,0.0423215,0.0423215,0.0
476,340453,2684121758,10,11,2017,3,36,51,704076935,75.7247,-2.47003,0.754209,136.082,-2.3039,2.53037,116.628,-2.06741,-1.62836,49.1246,-0.476561,0.000162574,0.000162574,0.0
477,340453,96561029,9,11,2017,15,37,25,954769280,64.098,-1.51011,-2.92698,29.2435,-1.46252,-2.06685,50.7042,-0.00303905,-0.222325,54.6754,0.82342,0.533971,0.533971,0.0
478,340453,1020982926,9,11,2017,19,38,49,399516135,21.9757,0.820663,-1.21217,40.6809,1.33386,-1.2762,60.2271,0.812378,-0.102112,99.98,-0.717953,0.158529,0.158529,0.0
479,340453,4029371475,10,11,2017,13,9,0,540714830,75.8129,-1.10101,-0.554998,223.122,0.9429,-1.12855,147.447,1.55998,-2.92571,120.584,-2.91953,5.11098e-09,5.11098e-09,0.0
480,340453,3987513034,10,11,2017,12,47,29,79043425,136.856,0.334731,-0.705814,41.2658,-0.917093,1.1718,56.1859,0.128932,2.33382,79.828,3.02689,0.00280087,0.00280087,0.0
741,348885,895876310,25,4,2018,21,44,4,922437930,58.6901,-1.17508,2.6831,17.0624,0.0893099,-2.69064,62.5279,-1.53687,-1.02671,32.5516,-0.792386,0.34195,0.34195,8432.0
742,349014,491449622,27,4,2018,4,52,12,389830555,16.2079,0.601486,-2.41738,15.9961,2.26428,-3.02479,33.9604,2.06465,0.665996,32.9388,2.04384,0.298903,0.298903,129.0
743,349014,1358927195,27,4,2018,10,12,9,938302465,22.9102,-0.0476061,2.10297,38.2916,1.18921,-2.87024,15.8826,-1.47317,-2.97689,41.3749,-1.43826,0.214653,0.214653,0.0
744,349014,1315473243,27,4,2018,9,53,47,540885750,15.8532,1.99085,1.4515,21.9714,0.947646,0.874751,39.7823,2.49088,-0.473401,52.1403,-2.37935,0.257988,0.257988,0.0
867,349033,761125510,27,4,2018,19,18,7,993660120,31.5582,-1.6601,1.42297,62.0625,-2.33049,0.264197,65.7884,-0.370646,-3.04776,71.6136,1.85063,0.142342,0.142342,19.0
815,349111,1078538257,29,4,2018,0,41,47,426314795,54.2502,-0.905546,-0.330777,105.864,-0.771582,-2.43154,69.9927,-2.1877,1.77564,51.8497,0.423343,0.000333774,0.000333774,78.0
816,349111,1085621995,29,4,2018,0,44,11,952438295,19.2248,0.604158,-0.174834,88.0626,1.59711,1.23183,17.5743,2.42362,0.306763,197.943,-0.280973,0.630155,0.630155,0.0
817,349111,1129106307,29,4,2018,0,57,15,575133740,97.4726,0.691446,-0.254959,83.6567,0.570642,0.247984,34.7714,0.744939,2.10113,50.8131,0.505073,0.194453,0.194453,0.0
845,349169,1839862928,30,4,2018,7,10,15,442990,66.0319,1.50017,-2.23456,36.4765,1.91606,-2.65226,62.4934,0.504137,0.694227,110.921,1.13449,0.508699,0.508699,58.0
846,349169,1587393436,30,4,2018,5,44,27,791836625,96.6339,1.20541,-1.83457,74.4848,0.756715,1.59527,75.7243,-1.55228,0.0414475,31.0239,2.80495,1.8223e-07,1.8223e-07,0.0
847,349268,769764463,1,5,2018,1,25,36,91411190,22.9446,-1.07209,-2.30671,124.972,-1.40135,-1.53465,36.3869,-1.7618,1.6062,88.8364,1.34719,0.681546,0.681546,99.0
848,349268,828702794,1,5,2018,1,42,3,771734135,80.374,0.45222,0.0777929,140.206,-0.171909,1.72528,72.2162,0.516228,-3.08799,255.76,1.25379,0.00178312,0.00178312,0.0
1104,349309,1202578776,1,5,2018,15,46,4,280060835,44.3024,-0.68356,-2.536,69.5491,0.429047,-0.419979,17.5028,-0.665681,1.18376,72.2614,-2.11809,0.066128,0.066128,41.0
1105,349309,2615932571,1,5,2018,22,40,10,99799900,45.0219,-0.94223,-2.14047,145.083,-0.359491,-2.62478,51.2725,0.2152,-2.74172,184.332,-1.98311,0.210693,0.210693,0.0
913,349335,479254061,2,5,2018,12,51,39,933543480,38.9042,-1.76131,0.603892,110.118,-2.10796,0.901329,107.843,-1.16715,-0.211436,69.4212,1.85791,0.259218,0.259218,26.0
1106,349481,1257253457,3,5,2018,20,32,25,824153855,32.4081,-1.81478,2.24095,43.7749,-0.329895,0.631401,53.7294,2.3947,-2.49829,31.3003,-0.581043,0.00825995,0.00825995,146.0
1107,349481,2079654885,4,5,2018,0,13,8,32779240,139.884,0.966145,0.706594,162.488,1.27971,1.76877,181.107,-1.94335,3.01035,106.101,1.05581,0.000656366,0.000656366,0.0
873,349498,741297802,4,5,2018,12,2,49,203448950,66.6541,-0.455223,-1.41755,58.3299,-2.06422,0.370459,62.1657,-1.75748,2.61958,52.9629,-2.94202,0.00151792,0.00151792,17.0
874,349498,1147806303,4,5,2018,13,55,48,188753595,52.0985,-2.07379,0.099676,20.5745,-1.39548,-2.05916,18.0957,-2.16162,-2.94838,36.6718,1.52108,0.307753,0.307753,0.0
875,349498,1484453887,4,5,2018,15,27,58,756268120,38.1482,0.0188354,0.337918,24.03,1.09095,0.0220924,36.0744,2.21039,-1.81378,51.4194,2.89572,0.322554,0.322554,0.0
1108,349526,936864146,5,5,2018,0,12,48,926476575,82.093,-2.16067,-0.794181,68.7553,-1.41558,-3.01638,124.773,-2.21235,1.60637,40.3296,-0.833512,0.000164812,0.000164812,28.0
1109,349526,1619791286,5,5,2018,2,57,29,112845655,81.1906,-0.709474,2.98631,32.5086,2.38877,2.34349,77.2644,-2.44017,-0.0419428,68.5423,-0.73533,1.14272e-08,1.14272e-08,0.0
1110,349526,1787179024,5,5,2018,3,42,37,205000605,58.5623,-1.60783,1.04769,39.3571,0.274916,-1.70435,30.7342,1.80536,2.544,34.0649,-2.32273,7.71822e-05,7.71822e-05,0.0
1111,349526,1860918402,5,5,2018,4,1,54,731519090,89.2409,1.35057,1.32202,346.434,1.28339,0.0986012,104.0,0.915257,2.98537,309.083,-2.80531,1.48438e-05,1.48438e-05,0.0
1112,349526,1940887384,5,5,2018,4,23,27,753917940,23.9653,0.548469,-1.79127,15.3821,-0.54291,-2.47003,34.5315,-1.09336,-0.0899395,33.8893,2.21461,0.253744,0.253744,0.0
1075,349592,812942540,6,5,2018,5,41,41,597748770,37.7662,-1.9317,-2.75454,87.8711,-0.3785,2.35982,29.3315,-2.15536,0.907398,53.0857,-0.0305224,0.136013,0.136013,66.0
970,349637,306462020,6,5,2018,13,15,26,736493730,65.3163,0.431695,0.647165,43.8357,1.94157,0.0635966,160.307,2.28367,-2.89152,62.7008,-0.0985236,0.035473,0.035473,45.0
971,349637,2123998855,6,5,2018,21,22,4,276294865,47.8442,-0.564973,-1.74754,91.0082,-1.60902,-1.95491,272.123,-1.57078,2.08378,181.583,-0.4386,0.0702531,0.0702531,0.0
972,349637,2204519757,6,5,2018,21,45,55,389866040,49.2672,-1.13986,1.57717,46.31,-0.957798,2.24303,85.5233,-0.229831,1.37543,103.645,-1.03921,0.208666,0.208666,0.0
973,349637,2425775025,6,5,2018,22,57,15,16314710,71.7907,1.72251,2.64043,27.3975,1.29594,-2.74954,38.4025,0.424341,0.49996,98.2604,2.85465,0.377704,0.377704,0.0
974,349637,1411029908,6,5,2018,17,54,11,305455855,100.824,0.640479,0.545488,90.2447,-0.707292,2.8873,72.2014,-1.46662,-2.00344,34.9193,-0.762558,5.23275e-06,5.23275e-06,0.0
975,349637,1155914137,6,5,2018,16,42,33,543412080,73.3388,0.848982,0.147136,51.7936,-0.14947,-0.976853,56.5408,-0.601961,-1.27788,164.829,-0.764603,0.111543,0.111543,0.0
976,349637,1422486464,6,5,2018,17,57,29,623039235,23.0837,-0.923098,-2.45885,55.6223,-0.626622,-1.12597,46.8559,-1.11418,0.346869,78.999,-2.36495,0.226075,0.226075,0.0
962,349646,1205795702,7,5,2018,12,36,26,48444500,35.4238,-1.55407,1.20405,237.886,-1.6619,0.217953,34.537,-1.81734,-0.317807,96.1617,0.0702652,0.130133,0.130133,9.0
963,349646,1405089032,7,5,2018,13,29,23,724759565,38.2136,0.70543,-1.57398,48.9387,1.16404,-0.913986,44.2765,-0.038427,1.16732,33.2471,1.44649,0.610407,0.610407,0.0
794,349693,1710735971,8,5,2018,0,51,31,202863025,19.6432,0.617603,-2.92971,57.3417,1.39271,1.11693,23.9969,-0.0736229,0.528342,178.071,-0.320992,0.151896,0.151896,47.0
795,349693,1835142651,8,5,2018,1,20,0,49220850,22.4549,-1.80062,1.43649,39.6695,-2.03518,-2.23328,55.8209,1.64283,0.844655,33.9664,-2.01373,0.0106284,0.0106284,0.0
796,349693,2480505562,8,5,2018,4,10,59,717240350,22.0874,1.33677,2.06313,20.2471,0.957138,-0.100887,34.0355,1.29627,-0.504158,43.7215,-3.13799,0.264568,0.264568,0.0
797,349693,2515927978,8,5,2018,4,21,32,642535200,28.2791,-2.05981,1.9329,27.5767,-1.91696,-2.39953,52.5468,0.874976,0.588592,34.6858,-2.57723,0.0311805,0.0311805,0.0
745,349842,365086055,9,5,2018,4,27,11,654958705,25.9291,-0.234205,0.584546,50.1554,0.727242,1.64549,19.1386,1.01159,-2.91931,47.6945,-1.02003,0.484823,0.484823,149.0
746,349842,502855454,9,5,2018,5,4,25,684052165,25.8961,-0.298303,2.20463,25.7394,-1.69599,-2.60159,31.2513,-1.35963,-1.37731,32.3927,0.701622,0.314686,0.314686,0.0
747,349842,52272041,9,5,2018,3,6,38,876243165,54.8858,0.276352,-2.70577,90.2884,0.139739,1.18479,58.0642,-1.31262,-0.613026,39.6371,-2.23381,0.000376387,0.000376387,0.0
1113,349944,1670285314,10,5,2018,1,29,33,984228135,40.4963,2.20498,-1.73826,18.4449,2.15532,-0.966613,35.7417,0.224995,0.708997,41.7953,2.33189,0.209943,0.209943,102.0
1114,349944,2347587415,10,5,2018,4,34,35,310207280,15.8581,0.0705815,2.86504,41.3835,-1.25927,2.49933,94.6094,2.15805,-1.17171,60.9213,1.42245,0.092084,0.092084,0.0
